CaseID,Activity,Timestamp,MineName,MineType,MineTypeGroup,Inspectorate,MineStatus,AdministeredBy,MineCluster,Region,MineAddress,MineAddressTown,MineAddressState,MineAddressPostalCode,MineDecLat,MineDecLon,EventID,EventType (1A),HazardClass,HazardType,Incident Type (5A),Surface or Underground (5A),Hazard Code Description (5A),InspectionType (MRE),Status (MRE),DisplayTitle (CA),Section (CA),Directive_disp (CA),CANumber
MI01781,Incident,2017-03-15 01:35:00,Clermont Mine - Open Cut,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,Gregory Development Road,Clermont,QLD,4721.0,-22.72688,147.62171,977,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Spontaneous combustion,,,,,,
MI02663,Incident,2017-03-15 02:20:00,Ensham Underground Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,,,,,,,-23.5,148.49282,978,High Potential Incident,Electrical,Cable Damage,High potential no lost time,underground,Electrical equipment,,,,,,
MI02103,Action,2017-03-15 04:21:00,Mount Carlton,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Care & Maintenance,Townsville Office,T- Prosperpine / Bowen,Northern,"Tondara Road,",Bogie,QLD,4805.0,-20.27261,147.54583,979,,Non Hazard Specific,Procedures,,,,Inspection,Closed,Substandard Condition or Practice,,,3.0
MI01569,Incident,2017-03-15 11:30:00,Rolleston Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,,,,,,-24.44,148.41844,980,High Potential Incident,Electrical,Other,High potential no lost time,surface,Electrical equipment,,,,,,
MI01193,Incident,2017-03-15 17:34:00,Phosphate Hill,Metalliferous - Minerals Processing,Metalliferous Mine - Surface,MMQ,Operating,Mount Isa Office,MI- Cloncurry,Northern,Camp located at The Monument,,,,-21.88056,139.973295,981,High Potential Incident,Vehicle,Collision with a built or natural structure,High potential no lost time,surface,Human error/actions,,,,,,
MI01539,Incident,2017-03-15 18:45:00,Eloise,Metalliferous Mine - Underground,Metalliferous Mine - Underground,MMQ,Operating,Mount Isa Office,,,,,,,-20.95,140.9809,982,High Potential Incident,Thermal,Heat strain/stress/stroke,Lost time,underground,Other,,,,,,
MI00663,Inspection,2017-03-16 00:00:00,Lady Annie Operations,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Mount Isa Office,MI- Mount Isa,Northern,,,,,-19.90116,139.119139,983,,,,,,,Inspection,Closed,,,,
MI03045,Inspection,2017-03-16 00:00:00,Brolga and Canoona,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Care & Maintenance,Brisbane Office,B- Rockhampton,Southern,Greenvale Street,YABULU,QLD,4818.0,-23.03027,150.312105,984,,,,,,,Inspection - Unannounced,Closed,,,,
MI00191,Inspection,2017-03-16 00:00:00,Warwick Limestone,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- Southern Downs,Southern,401 O'Dea's Road,Elbow Valley,QLD,4370.0,-28.39129,152.115283,985,,,,,,,Inspection,Closed,,,,
MI03527,Incident,2017-03-16 10:14:00,Haenke #3,Coal Mine - Surface,Coal Mine - Surface,COAL,Closed,Rockhampton Office,S- Ipswich,Central,4 Austin Street,NEW CHUM,QLD,4303.0,-27.63055556,152.81994,986,High Potential Incident,Vehicle,Collision with a person,,,,,,,,,
MI01648,Incident,2017-03-16 13:40:00,Dawson Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Dawson Highway,MOURA,QLD,4718.0,-24.63169,150.06089,987,High Potential Incident,,,High potential no lost time,surface,Explosives,,,,,,
MI01258,Incident,2017-03-16 19:30:00,Saraji,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,,,,,-22.42214,148.28115,988,High Potential Incident,Electrical,Cable Damage,High potential no lost time,surface,Human error/actions,,,,,,
MI01422,Incident,2017-03-16 21:30:00,Kestrel Coal Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,,,,,,,-23.26,148.30263,989,High Potential Incident,Electrical,Cable Damage,High potential no lost time,underground,Electrical equipment,,,,,,
MI00758,Inspection,2017-03-17 00:00:00,Mount Cotton Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Redland,Southern,1515 Mt Cotton Road,Mt Cotton,QLD,4163.0,-27.63574,153.230404,990,,,,,,,SafeGuard Systems Audit,Closed,,,,
MI00054,Inspection,2017-03-17 00:00:00,Blackwater Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Ardurad Road (Blackwater Rolleston Road),BLACKWATER,QLD,4717.0,-23.7697,148.87879,991,,,,,,,Inspection,Closed,,,,
MI01374,Inspection,2017-03-17 00:00:00,Gladstone Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Gladstone,Southern,94 Quarry Road,YARWUN,QLD,4694.0,-23.84729,151.116054,992,,,,,,,Inspection,Closed,,,,
MI01258,Action,2017-03-17 01:49:00,Saraji,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,,,,,-22.42214,148.28115,993,,,,,,,Inspection,Closed,Directive,166.0,Directive to reduce risk,1.0
MI00693,Action,2017-03-17 02:10:00,Malcolm Guy Mine,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- Southern Downs,Southern,142 Strudwicks Road,Yangan,QLD,4370.0,-28.20291,152.209351,994,,Thermal,Fire,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI01648,Action,2017-03-17 05:46:00,Dawson Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Dawson Highway,MOURA,QLD,4718.0,-24.63169,150.06089,995,,,,,,,Inspection,Closed,Directive,168.0,Directive to review safety and health management system and principal hazard management plans,1.0
MI01422,Incident,2017-03-17 07:45:00,Kestrel Coal Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,,,,,,,-23.26,148.30263,996,High Potential Incident,Electrical,Electric Shock,High potential no lost time,underground,Human error/actions,,,,,,
MI02973,Incident,2017-03-17 15:30:00,Exp - Wynberg - NR,Metalliferous Mine - Exploration,Metalliferous Mine - Surface,MMQ,Infrequent Operation,Mount Isa Office,MI- Cloncurry,Northern,,,,,,,997,High Potential Incident,Psychosocial,Other,Lost time,surface,Other,,,,,,
MI02912,Incident,2017-03-18 08:30:00,Toowoomba Regional Council,Metalliferous Quarry - Group,Quarry,MMQ,Operating,Brisbane Office,B- Toowoomba,Southern,,,,,-27.56467,151.951595,998,High Potential Incident,Vehicle,Other,High potential lost time,surface,Human error/actions,,,,,,
MI01907,Incident,2017-03-18 08:30:00,Lake Vermont,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-22.47,148.40803,999,High Potential Incident,Electrical,Electric Shock,High potential no lost time,surface,Electrical equipment,,,,,,
MI00159,Incident,2017-03-18 23:20:00,Curragh Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,,,,,,-23.49741,148.84478,1000,High Potential Incident,Electrical,Cable Damage,High potential no lost time,surface,Moving vehicles/equipment,,,,,,
MI02976,Incident,2017-03-19 03:45:00,Grosvenor Coal Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Mackay Office,C- Moranbah,Central,Ground Floor 201 Charlotte Street,Brisbane,QLD,4001.0,-21.97533,148.00995,1001,Serious Accident,Chemical,Polymeric Chemicals/Solvents,High potential lost time,underground,Pressured storage systems,,,,,,
MI01546,Incident,2017-03-19 07:45:00,George Fisher Mine,Metalliferous Mine - Underground,Metalliferous Mine - Underground,MMQ,Operating,Mount Isa Office,,,,,,,-20.57,139.47761,1002,High Potential Incident,Gravity,Fall of equipment/material,High potential no lost time,underground,Falling/flying material/objects,,,,,,
MI01258,Incident,2017-03-19 09:40:00,Saraji,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,,,,,-22.42214,148.28115,1003,High Potential Incident,Vehicle,Collision with a built or natural structure,High potential no lost time,surface,Human error/actions,,,,,,
MI00809,Incident,2017-03-19 14:55:00,Mt Isa - Lead & Zinc Concentrator,Metalliferous - Minerals Processing,Metalliferous Mine - Surface,MMQ,Operating,Mount Isa Office,MI- Mount Isa,Northern,,,,,-20.72219,139.481114,1004,High Potential Incident,Biological,Other,High potential no lost time,surface,Other,,,,,,
MI00772,Incident,2017-03-19 16:00:00,Mount Rawdon,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,,,,,,,-25.27,151.75833,1005,High Potential Incident,Mechanical,Struck by projectile,High potential no lost time,surface,Falling/flying material/objects,,,,,,
MI00594,Incident,2017-03-19 21:20:00,Hail Creek,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-21.5,148.34391,1006,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI00758,Inspection,2017-03-20 00:00:00,Mount Cotton Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Redland,Southern,1515 Mt Cotton Road,Mt Cotton,QLD,4163.0,-27.63574,153.230404,1007,,,,,,,Inspection,Closed,,,,
MI00711,Incident,2017-03-20 01:40:00,Meandu Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,S- South Burnett,Central,Nobby Smith Way,NANANGO,QLD,4615.0,-26.79393,151.89872,1008,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI01258,Action,2017-03-20 10:33:00,Saraji,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,,,,,-22.42214,148.28115,1009,,,,,,,Inspection,Closed,Recommendation,,,2.0
MI01258,Action,2017-03-20 10:37:00,Saraji,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,,,,,-22.42214,148.28115,1010,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,3.0
MI01258,Action,2017-03-20 10:42:00,Saraji,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,,,,,-22.42214,148.28115,1011,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,4.0
MI01705,Incident,2017-03-20 10:45:00,Poitrel Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,"Millennium Access Road
Peak Downs Highway",Moranbah,QLD,4744.0,-22.04109,148.26048,1012,High Potential Incident,,,High potential no lost time,surface,Explosives,,,,,,
MI00594,Incident,2017-03-20 10:55:00,Hail Creek,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-21.5,148.34391,1013,High Potential Incident,Vehicle,Collision with another vehicle,High potential no lost time,surface,Moving vehicles/equipment,,,,,,
MI01540,Incident,2017-03-20 16:30:00,Ensham Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,,,,,,-23.48,148.52054,1014,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI01150,Incident,2017-03-20 17:05:00,Newlands Mine - Open Cut,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,Newlands Access Road,Via Glenden,QLD,4743.0,-21.21217,147.88636,1015,High Potential Incident,Extreme Weather,Lightning,High potential no lost time,surface,High voltage source/lightning,,,,,,
MI00631,Incident,2017-03-20 17:25:00,Jellinbah East Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,,BLUFF,QLD,4702.0,-23.38814,148.96074,1016,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI00568,Incident,2017-03-20 22:00:00,Goonyella Riverside,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,,,,,-21.7581,147.95235,1017,High Potential Incident,Electrical,Other,High potential no lost time,surface,Electrical equipment,,,,,,
MI01547,Incident,2017-03-20 22:01:00,Broadmeadow Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Mackay Office,,,,,,,-21.83,147.97998,1018,High Potential Incident,Electrical,Withdrawal due to power failurer,High potential no lost time,underground,Flammable liquids/gases,,,,,,
MI03659,Inspection,2017-03-21 00:00:00,Mount Lucy,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Care & Maintenance,Townsville Office,T- Chilligoe,Northern,,,,,-17.3458,144.63739,1019,,,,,,,Inspection - Unannounced,Closed,,,,
MI00557,Inspection,2017-03-21 00:00:00,Glasshouse Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Sunshine Coast,Southern,,,,,-26.91286,152.922304,1020,,,,,,,Inspection,Closed,,,,
MI02362,Inspection,2017-03-21 00:00:00,Walkerston Quarry,Metalliferous - Quarry,Quarry,MMQ,Care & Maintenance,Townsville Office,C- Mackay,Northern,Silingardies Road,Walkerston,QLD,4751.0,-21.17375,149.065763,1021,,,,,,,Inspection,Closed,,,,
MI00181,Inspection,2017-03-21 00:00:00,Dundowran West Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Fraser Coast,Southern,,,,,-25.30993,152.740782,1022,,,,,,,SafeGuard Systems Audit,Closed,,,,
MI02103,Inspection,2017-03-21 00:00:00,Mount Carlton,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Care & Maintenance,Townsville Office,T- Prosperpine / Bowen,Northern,"Tondara Road,",Bogie,QLD,4805.0,-20.27261,147.54583,1023,,,,,,,Inspection,Closed,,,,
MI01422,Inspection,2017-03-21 00:00:00,Kestrel Coal Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,,,,,,,-23.26,148.30263,1024,,,,,,,Inspection,Closed,,,,
MI01708,Inspection,2017-03-21 00:00:00,Mungana Underground,Metalliferous Mine - Underground,Metalliferous Mine - Underground,MMQ,Care & Maintenance,Townsville Office,T- Chilligoe,Northern,,,,,-17.10654,144.38406,1025,,,,,,,Inspection,Closed,,,,
MI00636,Inspection,2017-03-21 00:00:00,Jimbour Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Western Downs,Southern,Jimbour Station Rd,Jimbour East,QLD,4406.0,-26.9688,151.287753,1026,,,,,,,Inspection,Closed,,,,
MI02139,Inspection,2017-03-21 00:00:00,Cameby Downs Coal Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,S- Western Downs,Central,260 Ryalls Road,MILES,QLD,4415.0,-26.6469,150.333875,1027,,,,,,,Inspection,Closed,,,,
MI02077,Inspection,2017-03-21 00:00:00,Mungana Plant,Metalliferous - Minerals Processing,Metalliferous Mine - Surface,MMQ,Care & Maintenance,Townsville Office,T- Chilligoe,Northern,,,,,-17.10936,144.38471,1028,,,,,,,Inspection,Closed,,,,
MI02103,Inspection,2017-03-21 00:00:00,Mount Carlton,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Care & Maintenance,Townsville Office,T- Prosperpine / Bowen,Northern,"Tondara Road,",Bogie,QLD,4805.0,-20.27261,147.54583,1029,,,,,,,Inspection,Closed,,,,
MI00092,Incident,2017-03-21 04:00:00,Callide Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Biloela Callide Road,BILOELA,QLD,4715.0,-24.3276,150.61872,1030,High Potential Incident,Mechanical,Structural failure,High potential no lost time,surface,Falling/flying material/objects,,,,,,
MI02952,Incident,2017-03-21 09:30:00,Caval Ridge Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,C- Mackay,Central,,,,,-22.15615,148.05892,1031,High Potential Incident,,,High potential no lost time,surface,Explosives,,,,,,
MI02952,Incident,2017-03-21 09:30:00,Caval Ridge Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,C- Mackay,Central,,,,,-22.15615,148.05892,1032,High Potential Incident,Explosives,Explosives - Misfire identified after firing,High potential no lost time,surface,Explosives,,,,,,
MI00797,Incident,2017-03-21 10:40:00,Mt Isa - Copper Smelter,Metalliferous - Minerals Processing,Metalliferous Mine - Surface,MMQ,Operating,Mount Isa Office,MI- Mount Isa,Northern,,,,,-20.72921,139.484131,1033,High Potential Incident,Thermal,Molten metal/material,High potential no lost time,surface,Hot liquids/materials,,,,,,
MI00772,Action,2017-03-21 11:32:00,Mount Rawdon,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,,,,,,,-25.27,151.75833,1034,,Non Hazard Specific,Procedures,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI00772,Action,2017-03-21 12:34:00,Mount Rawdon,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,,,,,,,-25.27,151.75833,1035,,Non Hazard Specific,Other,,,,Inspection,Closed,Substandard Condition or Practice,,,2.0
MI00749,Incident,2017-03-21 13:10:00,Moorvale Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-21.9697,148.37113,1036,High Potential Incident,Electrical,Electric Shock,High potential no lost time,surface,Electrical equipment,,,,,,
MI00577,Inspection,2017-03-22 00:00:00,Gregory Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Closed,Rockhampton Office,,Central,,,,,-23.15238,148.39274,1037,,,,,,,Inspection,Closed,,,,
MI00582,Inspection,2017-03-22 00:00:00,Grosvenor Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,C- Moranbah,Northern,,,,,-22.0432,148.065457,1038,,,,,,,Inspection,Closed,,,,
MI01215,Inspection,2017-03-22 00:00:00,Huston Road Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Western Downs,Southern,Huston Road,Dalby,QLD,4405.0,-27.07277778,151.27361,1039,,,,,,,Inspection,Closed,,,,
MI00685,Inspection,2017-03-22 00:00:00,Rankins Quarry,Metalliferous - Quarry,Quarry,MMQ,Care & Maintenance,Townsville Office,C- Middlemount,Northern,Lot Cluen Access Road,Dysart,QLD,4745.0,-22.47233,148.168407,1040,,,,,,,Inspection,Closed,,,,
MI01659,Inspection,2017-03-22 00:00:00,Kogan Creek Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,S- Western Downs,Central,Smith's Road via Brigalow,KOGAN,QLD,4406.0,-26.92716,150.780779,1041,,,,,,,Inspection,Closed,,,,
MI01422,Inspection,2017-03-22 00:00:00,Kestrel Coal Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,,,,,,,-23.26,148.30263,1042,,,,,,,Inspection,Closed,,,,
MI02973,Inspection,2017-03-22 00:00:00,Exp - Wynberg - NR,Metalliferous Mine - Exploration,Metalliferous Mine - Surface,MMQ,Infrequent Operation,Mount Isa Office,MI- Cloncurry,Northern,,,,,,,1043,,,,,,,Inspection,Closed,,,,
MI00153,Inspection,2017-03-22 00:00:00,Crinum Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,C- Emerald,Central,2787 Lilyvale Road,CAPELLA,QLD,4723.0,-23.20949,148.32058,1044,,,,,,,Inspection,Closed,,,,
MI01162,Inspection,2017-03-22 00:00:00,Oaky Creek No. 1 Colliery,Coal Mine - Underground,Coal Mine - Underground,COAL,Closed,Rockhampton Office,,Central,,,,,-23.07071,148.49695,1045,,,,,,,Inspection,Closed,,,,
MI00111,Inspection,2017-03-22 00:00:00,Cedars Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,C- Mackay,Northern,,,,,-21.08828,149.13296,1046,,,,,,,Inspection,Closed,,,,
MI01459,Incident,2017-03-22 01:30:00,Grasstree Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,,Central,,,,,-22.98885,148.57943,1047,High Potential Incident,Electrical,Cable Damage,High potential no lost time,underground,Restricted visibility,,,,,,
MI01907,Action,2017-03-22 03:19:00,Lake Vermont,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-22.47,148.40803,1048,,,,,,,Inspection,Closed,Recommendation,,,1.0
MI01907,Action,2017-03-22 03:21:00,Lake Vermont,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-22.47,148.40803,1049,,,,,,,Inspection,Closed,Recommendation,,,2.0
MI01907,Action,2017-03-22 03:28:00,Lake Vermont,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-22.47,148.40803,1050,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,3.0
MI01907,Action,2017-03-22 03:47:00,Lake Vermont,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-22.47,148.40803,1051,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,4.0
MI00750,Incident,2017-03-22 07:30:00,Moranbah North,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Mackay Office,C- Moranbah,Central,1164 Goonyella Road,Moranbah,QLD,4744.0,-21.88576,147.96564,1052,High Potential Incident,Electrical,Other,High potential no lost time,underground,Human error/actions,,,,,,
MI00749,Incident,2017-03-22 07:40:00,Moorvale Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-21.9697,148.37113,1053,High Potential Incident,Mechanical,Lifting,High potential no lost time,surface,Falling/flying material/objects,,,,,,
MI00150,Action,2017-03-22 10:05:00,Cracow Mine,Metalliferous Mine - Underground,Metalliferous Mine - Underground,MMQ,Operating,Brisbane Office,,,,,,,-25.3,150.28919,1054,,Non Hazard Specific,Training,,,,Inspection,Closed,Substandard Condition or Practice,,,2.0
MI00150,Action,2017-03-22 10:10:00,Cracow Mine,Metalliferous Mine - Underground,Metalliferous Mine - Underground,MMQ,Operating,Brisbane Office,,,,,,,-25.3,150.28919,1055,,Chemical,Exposure to other chemicals,,,,Inspection,Closed,Substandard Condition or Practice,,,3.0
MI01649,Action,2017-03-22 11:54:00,Isaac Plains,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,10167 Peak Downs Highway,Coppabella,QLD,4741.0,-21.96206,148.10705,1056,,,,,,,Inspection,Closed,Recommendation,,,1.0
MI01649,Action,2017-03-22 12:05:00,Isaac Plains,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,10167 Peak Downs Highway,Coppabella,QLD,4741.0,-21.96206,148.10705,1057,,,,,,,Inspection,Closed,Recommendation,,,2.0
